fecha,year,month,disponibilidad,demanda_maxima,afectacion,deficit,respaldo,horario_pico,unidades_averia,unidades_mantenimiento,limitacion_termica,motores_impacto
2024-03-30 08:59:00,2024,marzo,2448.0,2550.0,172.0,102.0,0,56,3,2,349.0,524.0
2024-04-01 09:09:00,2024,abril,2535.0,2600.0,135.0,65.0,0,47,0,0,462.0,517.0
2024-04-02 08:55:00,2024,abril,2475.0,2700.0,295.0,225.0,0,82,0,0,426.0,542.0
2024-04-03 09:03:00,2024,abril,2306.0,2820.0,584.0,514.0,0,56,4,0,395.0,587.0
2024-04-04 08:07:00,2024,abril,2600.0,2750.0,220.0,150.0,0,21,0,0,448.0,472.0
2024-04-08 09:09:00,2024,abril,2470.0,2650.0,250.0,180.0,0,0,0,0,551.0,138.0
2024-04-09 09:05:00,2024,abril,2426.0,2550.0,194.0,124.0,0,82,0,2,367.0,176.0
2024-04-10 09:17:00,2024,abril,2396.0,2720.0,394.0,324.0,0,0,0,1,358.0,321.0
2024-04-11 08:31:00,2024,abril,2315.0,2780.0,535.0,465.0,0,22,0,1,367.0,397.0
2024-04-12 07:56:00,2024,abril,2495.0,2900.0,475.0,405.0,0,0,0,2,384.0,468.0
2024-04-18 12:10:00,2024,abril,2438.0,2650.0,282.0,212.0,0,0,0,2,439.0,
2024-04-19 08:21:00,2024,abril,2315.0,2600.0,355.0,285.0,0,47,0,2,345.0,205.0
2024-04-20 09:33:00,2024,abril,2460.0,2750.0,360.0,290.0,0,47,0,0,356.0,328.0
2024-04-22 09:20:00,2024,abril,2388.0,2800.0,482.0,412.0,0,64,0,0,351.0,279.0
2024-04-23 09:18:00,2024,abril,2374.0,2820.0,516.0,446.0,0,47,4,3,346.0,271.0
2024-04-24 09:12:00,2024,abril,2420.0,2840.0,490.0,420.0,0,0,3,3,396.0,205.0
2024-04-25 09:20:00,2024,abril,2466.0,2750.0,354.0,284.0,0,47,2,3,438.0,165.0
2024-04-27 08:06:00,2024,abril,2326.0,2650.0,394.0,324.0,0,56,0,0,425.0,185.0
2024-04-28 08:43:00,2024,abril,2400.0,2620.0,290.0,220.0,0,21,0,0,427.0,172.0
2024-04-29 09:10:00,2024,abril,2420.0,2680.0,330.0,260.0,0,82,0,0,430.0,226.0
2024-04-30 10:44:00,2024,abril,2385.0,2700.0,385.0,315.0,0,73,0,0,434.0,222.0
2024-05-01 08:07:00,2024,mayo,2367.0,2750.0,453.0,383.0,0,23,4,4,414.0,284.0
2024-05-02 08:32:00,2024,mayo,2225.0,2750.0,595.0,525.0,0,73,0,0,482.0,344.0
2024-05-03 09:02:00,2024,mayo,2260.0,2900.0,710.0,640.0,0,47,0,0,462.0,296.0
2024-05-04 09:28:00,2024,mayo,2370.0,2750.0,450.0,380.0,0,53,0,0,421.0,318.0
2024-05-05 14:20:00,2024,mayo,2220.0,2850.0,700.0,630.0,0,82,0,0,409.0,224.0
2024-05-06 08:56:00,2024,mayo,2139.0,2950.0,881.0,811.0,0,82,0,0,442.0,268.0
2024-05-07 11:00:00,2024,mayo,2190.0,3000.0,880.0,810.0,0,0,0,2,367.0,42.0
2024-05-08 10:04:00,2024,mayo,2310.0,3050.0,810.0,740.0,0,0,1,5,403.0,290.0
2024-05-09 09:41:00,2024,mayo,2210.0,3150.0,1010.0,940.0,0,47,0,5,413.0,338.0
2024-05-10 09:12:00,2024,mayo,2175.0,3200.0,1095.0,1025.0,0,62,0,6,320.0,408.0
2024-05-11 08:00:00,2024,mayo,2481.0,3150.0,739.0,669.0,0,47,2,5,382.0,307.0
2024-05-12 10:05:00,2024,mayo,2510.0,3100.0,660.0,590.0,0,22,1,4,412.0,187.0
2024-05-13 09:47:00,2024,mayo,2420.0,3100.0,750.0,680.0,0,47,0,2,363.0,266.0
2024-05-14 09:05:00,2024,mayo,2275.0,3150.0,945.0,875.0,0,80,4,4,308.0,279.0
2024-05-15 10:26:00,2024,mayo,2340.0,3250.0,980.0,910.0,0,32,0,2,313.0,274.0
2024-05-16 12:05:00,2024,mayo,2489.0,3400.0,981.0,911.0,0,42,2,3,483.0,317.0
2024-05-17 10:26:00,2024,mayo,2150.0,3380.0,1300.0,1230.0,0,62,6,3,333.0,398.0
2024-05-18 09:49:00,2024,mayo,2200.0,3300.0,1170.0,1100.0,0,82,2,2,463.0,384.0
2024-05-19 09:24:00,2024,mayo,2440.0,3350.0,985.0,910.0,0,62,0,2,378.0,360.0
2024-05-20 08:40:00,2024,mayo,2445.0,3350.0,975.0,905.0,0,65,3,3,413.0,320.0
2024-05-21 09:54:00,2024,mayo,2320.0,3180.0,930.0,860.0,0,0,3,3,410.0,399.0
2024-05-22 08:44:00,2024,mayo,2320.0,2900.0,650.0,580.0,0,0,0,2,435.0,319.0
2024-05-23 08:54:00,2024,mayo,2240.0,3100.0,930.0,860.0,0,82,0,2,402.0,348.0
2024-05-24 08:59:00,2024,mayo,2405.0,3130.0,795.0,725.0,0,26,0,2,346.0,366.0
2024-05-25 08:05:00,2024,mayo,2320.0,3130.0,880.0,810.0,0,64,5,4,267.0,258.0
2024-05-26 09:00:00,2024,mayo,2235.0,3220.0,1055.0,985.0,0,0,2,4,380.0,320.0
2024-05-27 09:02:00,2024,mayo,2330.0,3300.0,1040.0,970.0,0,82,0,2,388.0,338.0
2024-05-28 08:35:00,2024,mayo,1980.0,3350.0,1440.0,1370.0,0,26,4,4,375.0,392.0
2024-05-29 08:40:00,2024,mayo,2319.0,3360.0,1111.0,1041.0,0,82,3,5,394.0,398.0
2024-05-30 08:46:00,2024,mayo,2389.0,3400.0,1081.0,1011.0,0,27,0,2,425.0,487.0
2024-06-01 08:53:00,2024,junio,2475.0,3300.0,895.0,825.0,0,56,0,2,473.0,472.0
2024-06-02 10:36:00,2024,junio,2610.0,3150.0,610.0,540.0,0,82,0,2,369.0,457.0
2024-06-03 09:12:00,2024,junio,2590.0,3200.0,680.0,610.0,0,47,0,0,414.0,458.0
2024-06-04 08:38:00,2024,junio,2608.0,3000.0,462.0,392.0,0,0,0,0,397.0,360.0
2024-06-05 09:01:00,2024,junio,2360.0,3050.0,760.0,690.0,0,0,2,3,362.0,378.0
2024-06-06 09:03:00,2024,junio,2335.0,3150.0,885.0,815.0,0,47,0,0,361.0,377.0
2024-06-07 09:52:00,2024,junio,2610.0,3000.0,460.0,390.0,0,82,2,3,359.0,170.0
2024-06-08 07:58:00,2024,junio,2370.0,2850.0,550.0,480.0,0,53,2,0,340.0,132.0
2024-06-09 09:26:00,2024,junio,2543.0,2850.0,390.0,319.0,0,-1,2,0,288.0,185.0
2024-06-10 09:10:00,2024,junio,2540.0,3000.0,530.0,460.0,0,26,0,0,330.0,249.0
2024-06-11 08:54:00,2024,junio,2445.0,2950.0,575.0,505.0,0,47,5,3,313.0,249.0
2024-06-12 09:56:00,2024,junio,2320.0,3000.0,750.0,680.0,0,0,0,0,332.0,381.0
2024-06-13 08:06:00,2024,junio,2030.0,3200.0,1240.0,1170.0,0,73,2,0,273.0,327.0
2024-06-14 10:08:00,2024,junio,2298.0,3200.0,972.0,902.0,0,0,5,3,277.0,399.0
2024-06-15 09:14:00,2024,junio,2660.0,3100.0,510.0,440.0,0,82,4,2,364.0,309.0
2024-06-16 11:01:00,2024,junio,2694.0,2950.0,326.0,256.0,0,56,0,0,339.0,98.0
2024-06-17 09:12:00,2024,junio,2560.0,2900.0,410.0,340.0,0,47,0,0,408.0,105.0
2024-06-18 08:48:00,2024,junio,2475.0,2800.0,395.0,325.0,0,47,0,0,456.0,206.0
2024-06-19 09:13:00,2024,junio,2678.0,2950.0,342.0,272.0,0,73,0,0,418.0,359.0
2024-06-20 08:27:00,2024,junio,2310.0,2950.0,710.0,640.0,0,82,0,0,476.0,579.0
2024-06-21 08:33:00,2024,junio,2420.0,2950.0,600.0,530.0,0,55,0,0,374.0,330.0
2024-06-22 10:04:00,2024,junio,2470.0,2850.0,450.0,380.0,0,47,0,0,400.0,327.0
2024-06-23 09:12:00,2024,junio,2595.0,2750.0,225.0,155.0,0,13,3,1,404.0,170.0
2024-06-24 08:12:00,2024,junio,2568.0,2750.0,252.0,182.0,0,82,0,0,556.0,324.0
2024-06-26 10:19:00,2024,junio,2473.0,2750.0,347.0,277.0,0,0,4,1,422.0,203.0
2024-06-27 09:15:00,2024,junio,2010.0,2900.0,960.0,890.0,0,82,1,0,508.0,478.0
2024-06-28 08:22:00,2024,junio,2160.0,3150.0,1060.0,990.0,0,47,0,0,416.0,435.0
2024-06-29 09:36:00,2024,junio,2310.0,3100.0,860.0,790.0,0,82,0,0,364.0,279.0
2024-06-30 09:26:00,2024,junio,2475.0,2950.0,545.0,475.0,0,0,0,0,467.0,417.0
2024-07-03 10:10:00,2024,julio,2590.0,2950.0,430.0,360.0,0,82,1,3,429.0,222.0
2024-07-04 09:48:00,2024,julio,2500.0,3100.0,670.0,600.0,0,82,0,0,429.0,264.0
2024-07-05 08:28:00,2024,julio,2688.0,3100.0,482.0,412.0,0,54,2,1,447.0,188.0
2024-07-06 09:04:00,2024,julio,2730.0,3050.0,390.0,320.0,0,24,0,0,409.0,210.0
2024-07-07 09:45:00,2024,julio,2730.0,3050.0,390.0,320.0,0,31,2,1,459.0,187.0
2024-07-08 09:40:00,2024,julio,2760.0,3040.0,350.0,280.0,1,47,2,1,456.0,89.0
2024-07-09 09:00:00,2024,julio,2830.0,3050.0,290.0,220.0,0,0,0,0,540.0,196.0
2024-07-10 09:10:00,2024,julio,2750.0,3050.0,370.0,300.0,0,0,0,0,459.0,252.0
2024-07-11 09:18:00,2024,julio,2705.0,3050.0,415.0,345.0,0,81,0,0,442.0,244.0
2024-07-12 08:54:00,2024,julio,2540.0,3100.0,630.0,560.0,0,47,0,0,359.0,218.0
2024-07-13 09:31:00,2024,julio,2497.0,3100.0,673.0,603.0,0,26,2,0,336.0,235.0
2024-07-14 09:38:00,2024,julio,2690.0,3100.0,480.0,410.0,0,56,2,0,336.0,349.0
2024-07-15 09:08:00,2024,julio,2690.0,3100.0,480.0,410.0,0,80,3,1,431.0,309.0
2024-07-16 10:46:00,2024,julio,2580.0,3050.0,540.0,470.0,0,30,3,1,450.0,216.0
2024-07-17 10:00:00,2024,julio,2580.0,3000.0,490.0,420.0,0,0,2,0,496.0,355.0
2024-07-18 09:15:00,2024,julio,2560.0,3000.0,510.0,440.0,0,0,4,1,396.0,316.0
2024-07-19 09:39:00,2024,julio,2300.0,3250.0,1020.0,950.0,0,82,0,0,410.0,448.0
2024-07-20 09:20:00,2024,julio,2590.0,3350.0,830.0,760.0,0,0,5,1,397.0,468.0
2024-07-21 10:00:00,2024,julio,2753.0,3150.0,467.0,397.0,0,26,2,0,464.0,191.0
2024-07-22 10:00:00,2024,julio,2570.0,2900.0,390.0,320.0,0,0,0,0,512.0,207.0
2024-07-23 09:53:00,2024,julio,2588.0,3100.0,582.0,512.0,0,82,0,0,460.0,315.0
2024-07-24 10:21:00,2024,julio,2720.0,3050.0,400.0,330.0,0,47,0,0,535.0,326.0
2024-07-27 09:31:00,2024,julio,2640.0,2800.0,230.0,160.0,0,56,0,0,448.0,407.0
2024-07-28 08:01:00,2024,julio,2773.0,2800.0,97.0,27.0,0,0,0,0,493.0,450.0
2024-07-30 09:25:00,2024,julio,2565.0,3150.0,655.0,585.0,0,82,0,0,435.0,404.0
2024-08-01 09:43:00,2024,agosto,2555.0,3200.0,715.0,645.0,0,47,2,0,428.0,352.0
2024-08-02 09:50:00,2024,agosto,2640.0,3180.0,610.0,540.0,0,82,3,0,474.0,408.0
2024-08-05 11:00:00,2024,agosto,2663.0,2900.0,307.0,237.0,0,47,4,0,468.0,298.0
2024-08-06 09:09:00,2024,agosto,2647.0,2950.0,373.0,303.0,0,47,4,0,459.0,276.0
2024-08-07 08:45:00,2024,agosto,2480.0,3100.0,690.0,620.0,0,29,3,0,558.0,397.0
2024-08-08 10:28:00,2024,agosto,2476.0,3150.0,744.0,674.0,0,82,2,0,444.0,349.0
2024-08-09 09:20:00,2024,agosto,2387.0,3100.0,783.0,713.0,0,0,5,0,348.0,290.0
2024-08-10 08:44:00,2024,agosto,2230.0,3000.0,840.0,770.0,0,53,4,0,231.0,361.0
2024-08-11 09:35:00,2024,agosto,2520.0,3100.0,650.0,580.0,0,82,6,0,431.0,300.0
2024-08-12 08:33:00,2024,agosto,2730.0,3050.0,390.0,320.0,0,58,0,0,424.0,264.0
2024-08-13 08:57:00,2024,agosto,2615.0,3150.0,605.0,535.0,0,82,6,0,380.0,299.0
2024-08-14 09:32:00,2024,agosto,2570.0,3050.0,550.0,480.0,0,0,4,0,456.0,175.0
2024-08-15 08:23:00,2024,agosto,2720.0,3150.0,500.0,430.0,0,73,4,0,453.0,260.0
2024-08-16 10:23:00,2024,agosto,2605.0,3200.0,665.0,595.0,0,0,0,0,664.0,297.0
2024-08-17 09:53:00,2024,agosto,2470.0,3220.0,820.0,750.0,0,0,5,0,449.0,229.0
2024-08-18 09:41:00,2024,agosto,2550.0,3100.0,620.0,550.0,0,0,4,0,492.0,174.0
2024-08-19 09:10:00,2024,agosto,2580.0,3050.0,540.0,470.0,0,0,3,0,528.0,185.0
2024-08-20 09:10:00,2024,agosto,2280.0,3150.0,940.0,870.0,1,39,5,0,398.0,202.0
2024-08-21 13:37:00,2024,agosto,2170.0,3250.0,1150.0,1080.0,0,23,4,0,403.0,170.0
2024-08-22 09:11:00,2024,agosto,2115.0,3350.0,1305.0,1235.0,0,84,4,0,357.0,183.0
2024-08-23 09:39:00,2024,agosto,2175.0,3350.0,1245.0,1175.0,0,82,7,0,312.0,196.0
2024-08-24 09:54:00,2024,agosto,2600.0,3150.0,620.0,550.0,0,0,0,0,536.0,146.0
2024-08-25 11:09:00,2024,agosto,2499.0,2900.0,471.0,401.0,0,63,1,0,432.0,214.0
2024-08-26 09:08:00,2024,agosto,2541.0,3000.0,529.0,459.0,0,77,2,0,441.0,253.0
2024-08-27 08:14:00,2024,agosto,2515.0,3050.0,595.0,535.0,0,83,4,0,515.0,213.0
2024-08-28 09:16:00,2024,agosto,2220.0,3000.0,850.0,780.0,0,0,0,0,403.0,254.0
2024-08-29 09:03:00,2024,agosto,2270.0,3000.0,800.0,730.0,0,82,4,0,424.0,207.0
2024-08-30 09:29:00,2024,agosto,2292.0,3000.0,778.0,708.0,0,0,6,0,335.0,190.0
2024-08-31 08:49:00,2024,agosto,2345.0,2950.0,675.0,605.0,0,0,2,0,397.0,214.0
2024-09-01 08:57:00,2024,septiembre,2580.0,2950.0,440.0,370.0,0,22,4,0,469.0,204.0
2024-09-02 09:08:00,2024,septiembre,2600.0,2950.0,420.0,350.0,1,0,2,0,480.0,214.0
2024-09-03 09:21:00,2024,septiembre,2360.0,2900.0,610.0,540.0,0,21,3,0,376.0,206.0
2024-09-04 09:10:00,2024,septiembre,2455.0,3050.0,665.0,595.0,0,82,6,0,352.0,280.0
2024-09-05 09:23:00,2024,septiembre,2450.0,3050.0,670.0,600.0,0,82,0,0,511.0,363.0
2024-09-06 09:16:00,2024,septiembre,2455.0,3100.0,715.0,645.0,0,0,0,0,447.0,281.0
2024-09-07 10:47:00,2024,septiembre,2495.0,3150.0,725.0,655.0,0,33,0,0,538.0,540.0
2024-09-08 09:28:00,2024,septiembre,2510.0,3000.0,560.0,490.0,0,23,0,0,533.0,550.0
2024-09-09 08:21:00,2024,septiembre,2450.0,3200.0,820.0,750.0,0,34,0,0,496.0,390.0
2024-09-10 09:49:00,2024,septiembre,2453.0,3240.0,857.0,787.0,0,22,0,0,562.0,287.0
2024-09-11 08:38:00,2024,septiembre,2650.0,3150.0,570.0,500.0,0,0,0,0,587.0,242.0
2024-09-12 08:37:00,2024,septiembre,2450.0,3100.0,720.0,650.0,0,82,0,0,586.0,280.0
2024-09-13 09:31:00,2024,septiembre,2428.0,3180.0,822.0,752.0,0,82,0,0,586.0,395.0
2024-09-14 10:16:00,2024,septiembre,2380.0,3200.0,890.0,820.0,0,0,2,0,523.0,402.0
2024-09-15 08:17:00,2024,septiembre,2410.0,3200.0,860.0,790.0,0,26,2,0,517.0,376.0
2024-09-16 08:54:00,2024,septiembre,2300.0,3200.0,970.0,900.0,0,24,0,0,527.0,341.0
2024-09-17 09:12:00,2024,septiembre,2240.0,3200.0,1030.0,960.0,0,24,0,0,449.0,448.0
2024-09-18 09:24:00,2024,septiembre,1930.0,3250.0,1390.0,1320.0,0,82,2,0,424.0,582.0
2024-09-19 11:50:00,2024,septiembre,1960.0,3250.0,1360.0,1290.0,0,82,4,0,302.0,388.0
2024-09-20 08:00:00,2024,septiembre,2300.0,3300.0,1070.0,1000.0,0,0,5,0,437.0,312.0
2024-09-21 11:58:00,2024,septiembre,2370.0,3100.0,800.0,730.0,0,0,2,0,398.0,275.0
2024-09-22 09:33:00,2024,septiembre,2290.0,3100.0,880.0,810.0,0,82,6,1,372.0,278.0
2024-09-23 09:15:00,2024,septiembre,2320.0,3200.0,950.0,880.0,0,82,0,0,476.0,316.0
2024-09-24 11:48:00,2024,septiembre,2275.0,3200.0,995.0,925.0,0,28,0,0,498.0,281.0
2024-09-25 09:15:00,2024,septiembre,2220.0,3000.0,850.0,780.0,0,21,0,0,541.0,605.0
2024-09-26 08:35:00,2024,septiembre,2185.0,2950.0,835.0,765.0,0,21,0,0,537.0,522.0
2024-09-27 10:05:00,2024,septiembre,2005.0,3150.0,1215.0,1145.0,0,71,3,1,494.0,521.0
2024-09-28 09:26:00,2024,septiembre,2099.0,3250.0,1221.0,1151.0,0,23,0,0,559.0,572.0
2024-09-29 08:27:00,2024,septiembre,2092.0,3300.0,1278.0,1208.0,0,65,0,0,546.0,556.0
2024-09-30 09:17:00,2024,septiembre,2260.0,3300.0,1110.0,1040.0,0,73,0,0,512.0,594.0
2024-10-01 09:14:00,2024,octubre,2170.0,3280.0,1180.0,1110.0,0,82,2,0,500.0,285.0
2024-10-02 09:33:00,2024,octubre,2195.0,3350.0,1225.0,1155.0,0,82,0,0,456.0,450.0
2024-10-02 09:33:00,2024,octubre,2195.0,3350.0,1225.0,1155.0,0,56,0,0,456.0,310.0
2024-10-03 08:47:00,2024,octubre,2146.0,3340.0,1264.0,1194.0,0,23,0,0,368.0,307.0
2024-10-04 12:26:00,2024,octubre,2224.0,3240.0,1086.0,1016.0,0,64,0,0,368.0,401.0
2024-10-05 09:49:00,2024,octubre,2180.0,3250.0,1140.0,1070.0,0,85,5,2,383.0,322.0
2024-10-06 09:23:00,2024,octubre,2155.0,3200.0,1115.0,1045.0,0,19,5,2,416.0,485.0
2024-10-07 08:11:00,2024,octubre,2220.0,3300.0,1150.0,1080.0,0,65,3,2,383.0,274.0
2024-10-08 08:14:00,2024,octubre,2265.0,3350.0,1155.0,1085.0,0,64,2,0,553.0,265.0
2024-10-09 09:14:00,2024,octubre,2280.0,3350.0,1140.0,1070.0,0,19,0,0,550.0,187.0
2024-10-10 09:27:00,2024,octubre,2185.0,3350.0,1235.0,1165.0,0,64,0,0,586.0,370.0
2024-10-11 08:32:00,2024,octubre,2175.0,3350.0,1245.0,1175.0,0,65,0,0,604.0,550.0
2024-10-12 10:27:00,2024,octubre,2240.0,3400.0,1220.0,1150.0,0,0,0,0,635.0,350.0
2024-10-13 08:03:00,2024,octubre,2070.0,3300.0,1300.0,1230.0,0,16,0,0,540.0,350.0
2024-10-14 09:56:00,2024,octubre,2060.0,3360.0,1370.0,1300.0,0,65,0,0,366.0,402.0
2024-10-15 09:26:00,2024,octubre,1992.0,3300.0,1378.0,1308.0,0,73,0,0,419.0,606.0
2024-10-16 08:23:00,2024,octubre,2005.0,3380.0,1445.0,1375.0,0,14,0,0,407.0,222.0
2024-10-17 09:17:00,2024,octubre,1692.0,3300.0,1678.0,1608.0,0,0,0,0,441.0,325.0
2024-10-18 08:45:00,2024,octubre,1705.0,3200.0,1565.0,1495.0,0,15,4,3,439.0,335.0
2024-10-23 09:21:00,2024,octubre,1978.0,2950.0,1042.0,972.0,0,64,4,2,629.0,95.0
2024-10-24 08:59:00,2024,octubre,1990.0,3050.0,1060.0,990.0,0,67,3,2,724.0,135.0
2024-10-25 10:21:00,2024,octubre,2124.0,3000.0,946.0,876.0,0,82,4,2,545.0,191.0
2024-10-26 10:21:00,2024,octubre,2080.0,2980.0,970.0,900.0,0,85,0,0,498.0,409.0
2024-10-27 08:53:00,2024,octubre,2220.0,3000.0,870.0,800.0,0,49,3,2,526.0,335.0
2024-10-28 09:28:00,2024,octubre,2060.0,3050.0,1060.0,990.0,0,47,0,0,538.0,456.0
2024-10-29 09:28:00,2024,octubre,1902.0,3150.0,1318.0,1248.0,0,82,3,3,538.0,409.0
2024-10-30 11:52:00,2024,octubre,1820.0,3150.0,1400.0,1330.0,0,14,5,3,357.0,406.0
2024-10-31 09:17:00,2024,octubre,1630.0,3150.0,1590.0,1520.0,0,73,6,3,361.0,411.0
2024-11-01 08:33:00,2024,noviembre,1675.0,3200.0,1595.0,1525.0,0,47,7,3,260.0,376.0
2024-11-02 08:37:00,2024,noviembre,1795.0,3100.0,1375.0,1305.0,0,85,0,0,253.0,383.0
2024-11-02 08:37:00,2024,noviembre,1795.0,3100.0,1375.0,1305.0,0,53,0,0,253.0,383.0
2024-11-03 08:13:00,2024,noviembre,1800.0,3150.0,1420.0,1350.0,0,47,0,0,314.0,350.0
2024-11-03 08:13:00,2024,noviembre,1800.0,3150.0,1420.0,1350.0,0,47,5,4,314.0,350.0
2024-11-04 08:33:00,2024,noviembre,1854.0,3150.0,1366.0,1296.0,0,82,0,0,445.0,332.0
2024-11-05 08:54:00,2024,noviembre,1730.0,3100.0,1440.0,1370.0,0,47,4,4,410.0,590.0
2024-11-06 09:42:00,2024,noviembre,1616.0,2900.0,1354.0,1284.0,0,5,0,0,335.0,429.0
2024-11-12 08:54:00,2024,noviembre,1902.0,3000.0,1168.0,1098.0,0,8,0,0,,
2024-11-13 08:44:00,2024,noviembre,1870.0,3200.0,1400.0,1330.0,0,47,2,0,388.0,113.0
2024-11-14 08:51:00,2024,noviembre,1760.0,3020.0,1330.0,1260.0,0,47,6,3,341.0,190.0
2024-11-14 08:51:00,2024,noviembre,1760.0,3020.0,1330.0,1260.0,0,47,6,3,341.0,190.0
2024-11-15 08:11:00,2024,noviembre,1755.0,3000.0,1315.0,1245.0,0,54,2,2,351.0,432.0
2024-11-16 09:48:00,2024,noviembre,1660.0,3100.0,1510.0,1440.0,0,82,5,4,351.0,509.0
2024-11-17 08:22:00,2024,noviembre,1749.0,3100.0,1421.0,1351.0,0,47,2,2,346.0,287.0
2024-11-18 09:23:00,2024,noviembre,1771.0,3100.0,1399.0,1329.0,0,47,5,4,345.0,437.0
2024-11-19 08:04:00,2024,noviembre,1556.0,3080.0,1594.0,1524.0,0,47,5,5,342.0,387.0
2024-11-20 09:27:00,2024,noviembre,1629.0,3100.0,1541.0,1471.0,0,47,0,2,251.0,197.0
2024-11-21 08:30:00,2024,noviembre,1675.0,3100.0,1495.0,1425.0,0,47,2,2,253.0,216.0
2024-11-22 08:30:00,2024,noviembre,1650.0,3000.0,1420.0,1350.0,0,56,0,2,348.0,213.0
2024-11-23 09:26:00,2024,noviembre,1565.0,2980.0,1485.0,1415.0,0,47,4,4,270.0,251.0
2024-11-24 08:58:00,2024,noviembre,1840.0,2980.0,1230.0,1140.0,1,47,4,4,274.0,204.0
2024-11-25 09:16:00,2024,noviembre,1805.0,3100.0,1365.0,1295.0,0,47,0,4,353.0,236.0
2024-11-26 07:54:00,2024,noviembre,1650.0,3030.0,1450.0,1380.0,0,47,4,6,346.0,229.0
2024-11-27 09:29:00,2024,noviembre,1747.0,3180.0,1503.0,1433.0,0,84,2,4,356.0,228.0
2024-11-28 09:51:00,2024,noviembre,1840.0,3160.0,1390.0,1320.0,0,47,2,4,427.0,226.0
2024-11-29 09:11:00,2024,noviembre,1710.0,3200.0,1580.0,1510.0,0,54,2,4,427.0,307.0
2024-11-30 09:57:00,2024,noviembre,1769.0,3180.0,1481.0,1411.0,0,47,3,5,316.0,306.0
2024-12-01 08:55:00,2024,diciembre,1814.0,3180.0,1436.0,1366.0,0,47,3,5,294.0,313.0
2024-12-02 09:12:00,2024,diciembre,1818.0,3250.0,1502.0,1432.0,0,50,3,5,297.0,295.0
2024-12-03 09:38:00,2024,diciembre,1554.0,3080.0,1596.0,1526.0,0,51,4,5,244.0,308.0
2024-12-05 08:36:00,2024,diciembre,1645.0,3050.0,1475.0,1405.0,0,82,6,5,321.0,145.0
2024-12-06 08:40:00,2024,diciembre,1745.0,3100.0,1425.0,1355.0,0,82,4,5,281.0,158.0
2024-12-07 08:36:00,2024,diciembre,1566.0,3050.0,1554.0,1484.0,0,46,4,5,251.0,392.0
2024-12-08 09:10:00,2024,diciembre,1850.0,3050.0,1270.0,1200.0,0,47,3,5,294.0,283.0
2024-12-09 08:33:00,2024,diciembre,1765.0,3080.0,1385.0,1315.0,0,47,3,5,280.0,303.0
2024-12-10 08:56:00,2024,diciembre,1695.0,3150.0,1525.0,1455.0,0,56,4,7,257.0,398.0
2024-12-11 10:02:00,2024,diciembre,1970.0,3150.0,1250.0,1180.0,0,56,3,5,278.0,355.0
2024-12-12 11:47:00,2024,diciembre,1974.0,3150.0,1246.0,1176.0,0,75,0,2,305.0,244.0
2024-12-13 09:45:00,2024,diciembre,1995.0,3020.0,1095.0,1025.0,0,47,5,4,240.0,249.0
2024-12-14 09:43:00,2024,diciembre,1892.0,3020.0,1198.0,1128.0,0,53,4,4,284.0,339.0
2024-12-15 09:02:00,2024,diciembre,1740.0,3000.0,1330.0,1260.0,0,82,2,2,234.0,359.0
2024-12-16 08:52:00,2024,diciembre,1885.0,3050.0,1235.0,1165.0,0,47,3,5,339.0,274.0
2024-12-17 10:53:00,2024,diciembre,1940.0,3050.0,1180.0,1110.0,0,66,3,5,274.0,329.0
2024-12-18 09:42:00,2024,diciembre,1700.0,3200.0,1570.0,1500.0,0,0,0,2,296.0,558.0
2024-12-19 08:09:00,2024,diciembre,1559.0,3200.0,1711.0,1641.0,0,47,2,6,242.0,638.0
2024-12-20 08:51:00,2024,diciembre,1695.0,3150.0,1525.0,1455.0,0,47,3,6,213.0,682.0
2024-12-21 09:15:00,2024,diciembre,1660.0,3080.0,1490.0,1420.0,0,47,3,5,264.0,480.0
2024-12-21 09:15:00,2024,diciembre,1660.0,3080.0,1490.0,1420.0,0,47,3,5,264.0,480.0
2024-12-22 08:52:00,2024,diciembre,1917.0,3050.0,1203.0,1133.0,0,47,3,5,257.0,703.0
2024-12-23 09:30:00,2024,diciembre,1777.0,3120.0,1413.0,1343.0,0,47,3,5,263.0,482.0
2024-12-24 09:37:00,2024,diciembre,1736.0,2980.0,1314.0,1244.0,0,64,4,5,209.0,519.0
2024-12-25 09:53:00,2024,diciembre,1870.0,3080.0,1280.0,1210.0,0,82,3,4,293.0,562.0
2024-12-26 09:33:00,2024,diciembre,1880.0,3150.0,1340.0,1270.0,0,64,2,4,321.0,430.0
2024-12-27 09:12:00,2024,diciembre,1909.0,3150.0,1311.0,1241.0,0,60,2,4,323.0,398.0
2024-12-28 08:46:00,2024,diciembre,2005.0,3100.0,1165.0,1095.0,0,47,2,4,339.0,640.0
2024-12-29 09:18:00,2024,diciembre,2100.0,3100.0,1070.0,1000.0,0,72,0,2,288.0,325.0
2024-12-30 09:05:00,2024,diciembre,2110.0,3150.0,1110.0,1040.0,0,82,0,2,293.0,248.0
2024-12-31 09:29:00,2024,diciembre,2375.0,2600.0,295.0,225.0,0,0,0,2,344.0,300.0
2025-01-01 08:57:00,2025,enero,2275.0,2450.0,245.0,175.0,1,43,0,2,323.0,151.1
2025-01-02 08:41:00,2025,enero,2200.0,2700.0,570.0,500.0,0,68,4,4,277.0,209.0
2025-01-03 08:22:00,2025,enero,2211.0,2800.0,659.0,589.0,0,47,0,4,319.0,305.0
